Ticker,Volume,Market Capitalization,Sector,Country,Number of Employees,Industry,Exchange
STKL,621448,507381852,Consumer Non-Durables,Canada,1900,Food: Specialty/Candy,NASDAQ
ANIK,89512,506596041,Health Technology,United States,154,Pharmaceuticals: Other,NASDAQ
CFB,112793,506547396,Finance,United States,357,Regional Banks,NASDAQ
USLM,1210,506503372,Non-Energy Minerals,United States,282,Construction Materials,NASDAQ
AMSWA,128944,506096557,Technology Services,United States,428,Packaged Software,NASDAQ
WRLD,55762,505675516,Finance,United States,3744,Finance/Rental/Leasing,NASDAQ
CNNEF,8750,504711000,Energy Minerals,Canada,,Oil & Gas Production,OTC
TALO,694685,503135710,Energy Minerals,United States,440,Oil & Gas Production,NYSE
CAC,58797,503079472,Finance,United States,639,Regional Banks,NASDAQ
GOGL,252936,502905780,Transportation,Bermuda,37,Marine Shipping,NASDAQ
MRC,367089,502630576,Distribution Services,United States,3200,Wholesale Distributors,NYSE
MGTX,124889,502150656,Health Technology,United States,157,Biotechnology,NASDAQ
LCA,2117372,502046875,Finance,United States,,Financial Conglomerates,NASDAQ
CRBP,1930725,500908664,Health Technology,United States,141,Biotechnology,NASDAQ
VTOL,25190,500605325,Transportation,United States,707,Other Transportation,NYSE
CLNE,1344686,499301110,Utilities,United States,412,Gas Distributors,NASDAQ
FI,1242386,498819100,Industrial Services,Netherlands,3100,Oilfield Services/Equipment,NYSE
ALKEF,22954,497330540,Non-Energy Minerals,Australia,,Precious Metals,OTC
HWKN,27524,496338403,Distribution Services,United States,656,Wholesale Distributors,NASDAQ
ACIU,420838,495827100,Health Technology,Switzerland,132,Pharmaceuticals: Major,NASDAQ
MBIN,24870,494937240,Finance,United States,329,Regional Banks,NASDAQ
INSW,233938,494094294,Transportation,United States,1666,Marine Shipping,NYSE
IESC,24630,493335317,Industrial Services,United States,5389,Engineering & Construction,NASDAQ
TBI,149277,493122630,Commercial Services,United States,6200,Personnel Services,NYSE
OSW,547684,492814980,Consumer Services,Bahamas,4298,Other Consumer Services,NASDAQ
AEGN,110272,492164944,Industrial Services,United States,4900,Engineering & Construction,NASDAQ
PBI,1372496,490260680,Producer Manufacturing,United States,11000,Office Equipment/Supplies,NYSE
VKTX,865295,490026375,Health Technology,United States,19,Biotechnology,NASDAQ
NFE,163047,489577300,Industrial Services,United States,201,Engineering & Construction,NASDAQ
ABTX,29226,489263940,Finance,United States,588,Regional Banks,NASDAQ
RMR,133628,489108710,Finance,United States,600,Real Estate Development,NASDAQ
PACQ,892,489075771,Finance,United States,4,Investment Banks/Brokers,NASDAQ
CPRX,930235,488175440,Health Technology,United States,76,Pharmaceuticals: Other,NASDAQ
IHC,3695,487924800,Finance,United States,455,Life/Health Insurance,NYSE
TNK,1694972,487576957,Transportation,Canada,2200,Marine Shipping,NYSE
BFC,3485,487285315,Finance,United States,284,Regional Banks,NASDAQ
BKD,1110804,487216240,Health Services,United States,38400,Hospital/Nursing Management,NYSE
COWN,549036,486756798,Finance,United States,1325,Investment Banks/Brokers,NASDAQ
SYRS,233065,486632580,Health Technology,United States,83,Biotechnology,NASDAQ
SCHN,136441,486156060,Non-Energy Minerals,United States,3363,Steel,NASDAQ
PRTA,218009,486115980,Health Technology,Ireland,51,Biotechnology,NASDAQ
CRD.A,31264,486012670,Finance,United States,9000,Insurance Brokers/Services,NYSE
TGH,151545,483409105,Finance,Bermuda,170,Finance/Rental/Leasing,NYSE
SNDX,188612,483310711,Health Technology,United States,35,Biotechnology,NASDAQ
EVRI,3424224,482919690,Consumer Services,United States,1400,Casinos/Gaming,NYSE
SGSVF,377406,480540428,Non-Energy Minerals,Canada,26,Other Metals/Minerals,OTC
APXT,24016,479020000,Finance,United States,2,Financial Conglomerates,NASDAQ
PLYA,441761,478766600,Consumer Services,Netherlands,,Hotels/Resorts/Cruise lines,NASDAQ
FTAC,202515,477419250,Finance,United States,2,Financial Conglomerates,NASDAQ
APEI,68400,477137136,Consumer Services,United States,1780,Other Consumer Services,NASDAQ
KNOP,75693,475370760,Transportation,United Kingdom,534,Marine Shipping,NYSE
CHEF,538345,475351230,Distribution Services,United States,2447,Food Distributors,NASDAQ
DBD,615495,474393842,Electronic Technology,United States,22000,Electronic Equipment/Instruments,NYSE
THFF,27223,473561685,Finance,United States,957,Major Banks,NASDAQ
CGBD,180366,472710697,Finance,United States,,Investment Managers,NASDAQ
THR,105934,471994360,Producer Manufacturing,United States,1335,Electrical Products,NYSE
SIBN,91629,471321318,Health Technology,United States,262,Medical Specialties,NASDAQ
BXG,253876,471147950,Finance,United States,5873,Real Estate Development,NYSE
TILE,368702,470742265,Producer Manufacturing,United States,4110,Building Products,NASDAQ
PARR,248353,470223990,Energy Minerals,United States,1408,Oil Refining/Marketing,NYSE
CWBHF,266858,469902744,Process Industries,United States,,Agricultural Commodities/Milling,OTC
TMDX,55978,469842295,Health Technology,United States,109,Medical Specialties,NASDAQ
ULH,42490,468925496,Transportation,United States,6541,Trucking,NASDAQ
MEG,1023773,468228636,Commercial Services,United States,1730,Miscellaneous Commercial Services,NYSE
AXGN,136802,467599944,Health Technology,United States,394,Medical Specialties,NASDAQ
CYH,590419,466693500,Health Services,United States,80000,Hospital/Nursing Management,NYSE
BJRI,1726923,466149528,Consumer Services,United States,22725,Restaurants,NASDAQ
ANDE,96302,464054500,Process Industries,United States,2320,Agricultural Commodities/Milling,NASDAQ
ARCH,232723,462760912,Energy Minerals,United States,3700,Coal,NYSE
DBI,1082772,461488000,Retail Trade,United States,15800,Apparel/Footwear Retail,NYSE
CRNX,128955,460495312,Health Technology,United States,68,Pharmaceuticals: Major,NASDAQ
EROS,1671530,459723478,Consumer Services,United States,396,Movies/Entertainment,NYSE
GRPN,962630,459602985,Commercial Services,United States,6345,Advertising/Marketing Services,NASDAQ
BCLI,576108,458980513,Health Technology,United States,32,Biotechnology,NASDAQ
BSTC,17036,458765577,Health Technology,United States,7,Pharmaceuticals: Major,NASDAQ
QCRH,37419,458220175,Finance,United States,697000,Regional Banks,NASDAQ
FULC,62806,457994160,Health Technology,United States,73,Pharmaceuticals: Major,NASDAQ
NX,125812,457255698,Producer Manufacturing,United States,3632,Building Products,NYSE
HFFG,66407,456791076,Distribution Services,United States,1000,Food Distributors,NASDAQ
PRTS,536489,456588558,Retail Trade,United States,843,Internet Retail,NASDAQ
UVSP,130170,456135240,Finance,United States,873,Regional Banks,NASDAQ
PRPL,645868,455672238,Miscellaneous,United States,1065,Miscellaneous,NASDAQ
NH,185559,453542000,Technology Services,United States,,Data Processing Services,NASDAQ
ATRS,648389,451978800,Health Technology,United States,178,Medical Specialties,NASDAQ
RPLA,15179,451520740,Finance,United States,3,Financial Conglomerates,NYSE
NSSC,77255,451128140,Producer Manufacturing,United States,1076,Building Products,NASDAQ
CRD.B,4300,448827808,Finance,United States,9000,Insurance Brokers/Services,NYSE
JIH,189440,448500000,Finance,United States,,Financial Conglomerates,NYSE
GTS,373253,448266980,Health Services,Puerto Rico,4074,Managed Health Care,NYSE
VYGR,171146,448147935,Health Technology,United States,185,Biotechnology,NASDAQ
MEET,1451657,447336428,Technology Services,United States,330,Internet Software/Services,NASDAQ
XENE,123944,446968998,Health Technology,Canada,104,Biotechnology,NASDAQ
THBR,5378,446775000,Finance,United States,3,Financial Conglomerates,NASDAQ
TUP,3046603,446517540,Producer Manufacturing,United States,11300,Miscellaneous Manufacturing,NYSE
EBF,108415,446371472,Commercial Services,United States,2505,Commercial Printing/Forms,NYSE
STSA,14148,445690322,Health Technology,United States,17,Pharmaceuticals: Major,NASDAQ
ENVA,163459,443868816,Finance,United States,1325,Finance/Rental/Leasing,NYSE
USCR,149977,443477860,Non-Energy Minerals,United States,1791,Construction Materials,NASDAQ
RIGL,3849195,443339100,Health Technology,United States,163,Biotechnology,NASDAQ
PYRNF,81862,441015320,Industrial Services,Canada,,Environmental Services,OTC
NLTX,277776,440853600,Health Technology,United States,36,Biotechnology,NASDAQ
MCS,191930,440651536,Consumer Services,United States,10500,Movies/Entertainment,NYSE
GPRE,358006,440481781,Process Industries,United States,820,Chemicals: Specialty,NASDAQ
XBIT,290589,439718196,Health Technology,United States,60,Biotechnology,NASDAQ
ROGFF,200451,439656163,Non-Energy Minerals,Canada,460,Precious Metals,OTC
RUBY,123291,439399506,Health Technology,United States,223,Biotechnology,NASDAQ
CBTX,27730,439351890,Finance,United States,500,Major Banks,NASDAQ
LGORF,364439,439121280,Non-Energy Minerals,Canada,916,Other Metals/Minerals,OTC
BMRC,21103,439015140,Finance,United States,290,Regional Banks,NASDAQ
APTO,1449259,438207185,Health Technology,Canada,33,Biotechnology,NASDAQ
VRS,174214,438182675,Process Industries,United States,3700,Pulp & Paper,NYSE
FBMS,37467,437603415,Finance,United States,697,Major Banks,NASDAQ
CNSL,366394,437520382,Communications,United States,3400,Major Telecommunications,NASDAQ
BCOV,952099,436543520,Technology Services,United States,610,Internet Software/Services,NASDAQ
CXBMF,81561,436267930,Non-Energy Minerals,Canada,,Other Metals/Minerals,OTC
BLX,115038,433648634,Finance,Panama,,Regional Banks,NYSE
BOMN,62720,433247756,Commercial Services,United States,138,Advertising/Marketing Services,NASDAQ
HTBK,322695,431902125,Finance,United States,357,Regional Banks,NASDAQ
ARLP,429169,431191050,Energy Minerals,United States,3602,Coal,NASDAQ
HBNC,99872,431158140,Finance,United States,839,Regional Banks,NASDAQ
PAYS,334129,431032401,Commercial Services,United States,70,Miscellaneous Commercial Services,NASDAQ
KOP,98659,430334667,Process Industries,United States,2120,Chemicals: Specialty,NYSE
CCO,2519257,429920600,Commercial Services,United States,5900,Advertising/Marketing Services,NYSE
XPEL,65809,429375930,Consumer Durables,United States,230,Automotive Aftermarket,NASDAQ
OYIEF,584,429375066,Industrial Services,Norway,17,Oilfield Services/Equipment,OTC
AWH,316974,429241750,Health Technology,United States,53,Biotechnology,NASDAQ
ERII,127681,428354080,Producer Manufacturing,United States,188,Electrical Products,NASDAQ
AROW,33442,427513280,Finance,United States,520,Major Banks,NASDAQ
FLGT,331422,425517002,Health Services,United States,139,Medical/Nursing Services,NASDAQ
CO,193119,425428500,Health Services,Hong Kong,,Medical/Nursing Services,NYSE
VRRM,854489,425200000,Transportation,United States,779,Other Transportation,NASDAQ
REX,18639,424699916,Process Industries,United States,128,Chemicals: Specialty,NYSE
CAAP,88012,424058300,Transportation,Luxembourg,6300,Other Transportation,NYSE
CPF,183733,423980232,Finance,United States,854,Regional Banks,NYSE
PLCE,1041204,422839443,Retail Trade,United States,17300,Apparel/Footwear Retail,NASDAQ
NPTN,908286,422714520,Electronic Technology,United States,1690,Electronic Components,NYSE
BOOM,224667,422401980,Producer Manufacturing,United States,741,Metal Fabrication,NASDAQ
BFYT,629741,421273980,Finance,United States,345,Insurance Brokers/Services,NASDAQ
SM,4636164,419189190,Energy Minerals,United States,530,Oil & Gas Production,NYSE
AMC,3282351,417277536,Consumer Services,United States,38872,Movies/Entertainment,NYSE
HCKT,87719,417268704,Commercial Services,United States,1143,Miscellaneous Commercial Services,NASDAQ
BRY,206275,417136432,Energy Minerals,United States,355,Oil & Gas Production,NASDAQ
LOVE,221352,417040248,Retail Trade,United States,799,Specialty Stores,NASDAQ
CARS,731739,416969208,Technology Services,United States,1500,Internet Software/Services,NYSE
TRSSF,82264,416657049,Process Industries,Canada,,Agricultural Commodities/Milling,OTC
AGYS,234218,415013188,Technology Services,United States,1275,Packaged Software,NASDAQ
LPG,480319,412215080,Transportation,United States,585,Marine Shipping,NYSE
PEBO,45784,411851817,Finance,United States,900,Major Banks,NASDAQ
KRMD,224586,411755268,Health Technology,United States,71,Medical Specialties,NASDAQ
FMBH,14344,410547450,Finance,United States,827,Regional Banks,NASDAQ
CNDT,1715763,409773280,Commercial Services,United States,67000,Miscellaneous Commercial Services,NASDAQ
NVGS,53057,408683094,Transportation,United Kingdom,83,Marine Shipping,NYSE
SWIR,1744826,408445864,Electronic Technology,Canada,1280,Telecommunications Equipment,NASDAQ
WTTR,213858,408204870,Industrial Services,United States,3900,Oilfield Services/Equipment,NYSE
SGU,105903,408131619,Utilities,United States,3446,Gas Distributors,NYSE
SFTW,26538,407962500,Finance,United States,5,Financial Conglomerates,NYSE
MNRL,235894,407810616,Miscellaneous,United States,41,Investment Trusts/Mutual Funds,NYSE
PLAY,4239921,407685240,Consumer Services,United States,15908,Movies/Entertainment,NASDAQ
BDSI,1328315,407671550,Health Technology,United States,178,Pharmaceuticals: Other,NASDAQ
MCFT,156402,406693755,Consumer Durables,United States,1195,Recreational Products,NASDAQ
GTT,292989,406442745,Communications,United States,3100,Specialty Telecommunications,NYSE
CTSO,596316,405813276,Health Technology,United States,153,Medical Specialties,NASDAQ
TSC,141548,405681885,Finance,United States,276,Regional Banks,NASDAQ
ALLT,107913,404960670,Electronic Technology,Israel,594,Computer Communications,NASDAQ
UBX,191150,404939144,Health Technology,United States,98,Biotechnology,NASDAQ
CFFA,201229,404493014,Finance,United States,4,Financial Conglomerates,NASDAQ
PROG,48919,403764372,Health Services,United States,,Medical/Nursing Services,NASDAQ
HSII,64255,403423657,Commercial Services,United States,1780,Personnel Services,NASDAQ
KBAL,136419,403268201,Consumer Durables,United States,3127,Home Furnishings,NASDAQ
IIIV,97808,401956119,Technology Services,United States,542,Packaged Software,NASDAQ
FSB,82860,401182666,Finance,United States,339,Regional Banks,NYSE
AVD,38166,401178540,Process Industries,United States,671,Chemicals: Agricultural,NYSE
CMTL,382894,400904099,Electronic Technology,United States,2013,Telecommunications Equipment,NASDAQ
HUD,268356,400257904,Retail Trade,United Kingdom,10140,Specialty Stores,NYSE
CASA,409821,399422881,Electronic Technology,United States,997,Telecommunications Equipment,NASDAQ
ORGO,58535,398966080,Finance,United States,835,Financial Conglomerates,NASDAQ
BBSI,73370,398861215,Commercial Services,United States,127085,Personnel Services,NASDAQ
ACAM,12389,398769685,Finance,United States,4,Financial Conglomerates,NASDAQ
SBE,1744,398146502,Finance,United States,3,Financial Conglomerates,NYSE
DHIL,4698,396246071,Finance,United States,129,Investment Managers,NASDAQ
BCEI,118739,396139203,Energy Minerals,United States,125,Oil & Gas Production,NYSE
FLDM,1652207,395247099,Health Technology,United States,566,Medical Specialties,NASDAQ
REVG,154448,394385942,Consumer Durables,United States,8040,Motor Vehicles,NYSE
VMD,114653,394104832,Health Services,United States,418,Hospital/Nursing Management,NASDAQ
DRRX,680892,394010250,Health Technology,United States,90,Pharmaceuticals: Major,NASDAQ
GNUS,25147681,393944690,Consumer Services,United States,20,Movies/Entertainment,NASDAQ
SCVL,124022,393837860,Retail Trade,United States,5100,Apparel/Footwear Retail,NASDAQ
MTW,133991,393741985,Producer Manufacturing,United States,4900,Trucks/Construction/Farm Machinery,NYSE
